content,content_stem,score,target
"Terribly inflexible customer service. I was in a hurry and accidentally exchanged my shopee coins for a $5 shopee mall voucher instead of the $5 beauty voucher that I wanted. Both cost the same amount of coins to exchange for. Approached the live chat agent on the SAME DAY to ask for a cancellation of the $5 shopee mall voucher exchange and was flatly denied. For a transaction that was made less than half a day ago, they couldn't make a simple exception to enhance a longterm customer experience.","terribly  inflexible  customer  service.  hurry  accidentally  exchanged  coins  $5  mall  voucher  instead  $5  beauty  voucher  wanted.  cost  amount  coins  exchange  for.  approached  live  chat  agent  day  ask  cancellation  $5  mall  voucher  exchange  flatly  denied.  transaction  made  less  half  day  ago,  make  simple  exception  enhance  longterm  customer  experience.",2,1
Sometime I do not received any point after done my review and rate on some products.,sometime  received  point  done  review  rate  products.,3,1
Difficult to reach the customer service. Nobody help to solve the orders' problems.Simply let the chatbot to repeat the useless messages.,difficult  reach  customer  service.  nobody  help  solve  orders'  problems.simply  let  chatbot  repeat  useless  messages.,1,1
"Hope shoppe will more grateful, and service more better, like shoppe pay can directly withdrawal to bank account not only after refound shopping than can withdrawal... Is sometime we don't really go shopping than need take it back from shopee pay so make it easy to street away tranfer to bank account. Tenk you","hope  shoppe  grateful,  service  better,  like  shoppe  pay  directly  withdrawal  bank  account  refound  shopping  withdrawal...  sometime  really  go  shopping  need  take  back  pay  make  easy  street  away  tranfer  bank  account.  tenk",4,0
"Pretty easy to use. Only thing is that there are so many 'stickers', events, games etc that it just looks cluttered. But apart from that it's still simple enough to use.","pretty  easy  use.  thing  many  'stickers',  events,  games  etc  looks  cluttered.  apart  still  simple  enough  use.",4,0
"Shopee will have more than everything you need. Especially during this CB it hard to get the things you need .So shopee is the best thing ever!It is also sold at and affordable price and the shipping is not expensive.Also, the way they deliver your product to you is also excellent.But you have to be careful and makesure to check your seller before buying.","everything  need.  especially  cb  hard  get  things  need  .so  best  thing  ever!it  also  sold  affordable  price  shipping  expensive.also,  way  deliver  product  also  excellent.but  careful  makesure  check  buying.",5,0
"Top up ShopeePay wallet but didnt shown in the wallet but my bank deduct the amount, poor apps","top  shopeepay  wallet  didnt  shown  wallet  bank  deduct  amount,  poor  apps",1,1
Great app..daily affair!,great  app..daily  affair!,5,0
Why cannot add citibank credit cards to my payment cards? Always failed to add card to account and even for payment. Checked with citibank and they say my cards no problems on their side. Paid for other online payments no problems. Please check your payment systems...damn irritated by this.,cannot  add  citibank  credit  cards  payment  cards?  always  failed  add  card  account  even  payment.  checked  citibank  say  cards  problems  side.  paid  online  payments  problems.  please  check  payment  systems...damn  irritated  this.,1,1
Most of the items delivered as advertised. Some items are cheap too!,delivered  advertised.  cheap  too!,4,0
"Is a good and easy online shopping app to use. Overall, I enjoy n love it. Although there r at times whereby some items delivered which are not what i had placed ordered that make me rather disappointed. However, the attracting n affordable price of the items n majority delivery free service are reasons why i still continue to shop n buy at shopee. Hope the seller can be more careful n sincere with their products that buyer purchase.Thank you :-)","good  easy  online  shopping  use.  overall,  enjoy  n  love  it.  although  r  times  whereby  delivered  placed  ordered  make  rather  disappointed.  however,  attracting  n  affordable  price  n  majority  delivery  free  service  reasons  still  continue  shop  n  buy  shopee.  hope  careful  n  sincere  products  buyer  purchase.thank  :-)",4,0
"1st time trying and got a bad experience. After waiting so long for my item, seller did not respond. Need to refund awaiting for approval. Also when go for local the delivery will take some time although we purchase a speed post. Better get a free shipping than have to pay, waiting also taking some time.","1st  time  trying  got  experience.  waiting  long  item,  respond.  need  refund  awaiting  approval.  also  go  local  delivery  take  time  although  purchase  speed  post.  better  get  free  shipping  pay,  waiting  also  taking  time.",1,1
"Nowsaday shoppee have so many scammer. Many other come are scam, like buy 6 come one, fake powerbank and more. Hard to buy in peace. My brother buy hp also come toy. Not longer trustable waste alot of money being scam","nowsaday  many  scammer.  many  come  scam,  like  buy  6  come  one,  fake  powerbank  more.  hard  buy  peace.  brother  buy  hp  also  come  toy.  longer  trustable  waste  alot  money  scam",1,1
"When issue with seller ,refund is very difficult also lousy & impatient agent like iwan just end chat without problem rectify...this is how shoppee settle issues??fortunately got another good agent which really helps me to resolve the issue.they also called me to verify ..thus at least they really settled the problem.keep it up.","issue  ,refund  difficult  also  lousy  &  impatient  agent  like  iwan  end  chat  without  problem  rectify...this  settle  issues??fortunately  got  another  good  agent  really  helps  resolve  issue.they  also  called  verify  ..thus  least  really  settled  problem.keep  up.",4,0
"Very easy to use, tracking is accurate. So far happy with the purchases, speed of delivery.","easy  use,  tracking  accurate.  far  happy  purchases,  speed  delivery.",3,1
Good n cheap..responsive,good  n  cheap..responsive,5,0
Very nice app.,nice  app.,4,0
More update n more lik trash !!!! Lagg cnt even open!!!!,update  n  lik  trash  !!!!  lagg  cnt  even  open!!!!,1,1
It took a long time for my order to deliver to me. Todate i still have not receive it. The delivery tracking status remain the same: vendor is preparing your delivery. This is my first time ordering from shopee. I am disappointed. I did not experience such long delivery with lazada.,took  long  time  order  deliver  me.  todate  still  receive  it.  delivery  tracking  status  remain  same:  vendor  preparing  delivery.  first  time  ordering  shopee.  disappointed.  experience  long  delivery  lazada.,1,1
It have been great till there is internal problem and I have to use ONLY Mobile Data to access not Wifi..and I have lots of orders to check.,great  till  internal  problem  use  mobile  data  access  wifi..and  lots  orders  check.,4,0
"Although I use this app very frequently, it gets frustrating that it hangs and lags very often in a day.. and need to reboot the app frequently. please fix the bugs. it is making the shopping unfriendly","although  use  frequently,  gets  frustrating  hangs  lags  often  day..  need  reboot  frequently.  please  fix  bugs.  making  shopping  unfriendly",2,1
Hi， I am encountering issue with shoppe farm game. The game keep hanging and something cannot proceed as well. Able to help to check.,hi，  encountering  issue  shoppe  farm  game.  game  keep  hanging  something  cannot  proceed  well.  able  help  check.,3,1
