username,content,score,thumbs_up_count,at,reply_content,replied_at,sort_order,app_id,target
Nura RahimAdeledanial,"Best, trust and reliable. Used voucher and get discounts.",5,0,2022-11-12 17:03:20,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-11-12 19:19:41,most_relevant,com.shopee.sg,0
A Google user,Love the Generosity in giving out coins so we could purchase the products at a much cheaper price. Pricing shown in Shopee is more straightforward. What you see is what you going to pay. Not like other app where the pricing will increase what you want to purchase.,5,8,2019-11-07 14:11:06,"Hey, 

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead.",2019-11-07 15:30:13,most_relevant,com.shopee.sg,0
Mad Property,"So far, I am quite used to Shoppe interface. I notmall6 shopmon shopee, unless cant find, rhenium I go lazada",5,0,2022-11-14 11:21:04,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-11-14 12:10:11,most_relevant,com.shopee.sg,0
Richard Kooi,Shopping with Shopee had been easy and a joy. Only gripe had been the tracking of product. It could have been more transparent - too general. Anyway a job well done and thank you Shopee.,5,0,2020-05-16 21:24:50,,,most_relevant,com.shopee.sg,0
Sheila Song,"I can almost find anythimg i need and most stuff are cheaper here compare to other ecommerce platforms. Once a seller sold fake facial masks worth $90 and shopee refunded soon after i lodged a complaint. I prefer this app too, UX is better w/o pushing distractions in the middle of my shopping. Thanks shopee. Thumbs up!",5,6,2020-12-12 13:04:14,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-12-12 13:29:44,most_relevant,com.shopee.sg,0
Vasanthan K,Very good platform that is safe for the buyer,5,0,2022-11-29 14:48:37,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers, and exciting games! Shopee thanks you for your continued support!",2022-11-29 20:10:14,most_relevant,com.shopee.sg,0
Matt Kasmani,"No problem so far shopping at Shopee. Got all the items bought here. Return items was easy too....got a little bit problem, the courier didnt come to pick up my return items but the customer service was awesome, very helpful and resolved the issue quickly.",5,20,2022-02-20 15:21:59,"Hey, 

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead.",2020-01-02 09:16:07,most_relevant,com.shopee.sg,0
ID Exclusive Design House,"1 of the best online shopping platform & system! Spend my most online shopping time cause of easy navigation. If need any suggestions maybe can make applicable voucher more user friendly, sometime vochure get rejected when making payment. Hope you can improvise a better solution! Thank you:)",5,1,2021-01-07 20:11:23,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2021-01-07 20:32:43,most_relevant,com.shopee.sg,0
Darshana Lee,"I like the games in the app that help us score coins or vouchers, esp the Shopee Go. One thing I hope to see improvement is the delivery update - the info in the app did not seem to sync with the actual delivery progress.",5,0,2021-06-18 21:26:37,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continue support!

",2021-06-18 22:54:35,most_relevant,com.shopee.sg,0
A Google user,I like the shop featuring affordable products that you can purchase online. Waiting time to receive the products if they come from overseas might take a few days but then delivery is free. That's a great deal! I hope it continues to be a reliable and trusted online shopping website. Keep it up Shopee.,5,1,2020-03-14 15:16:57,,,most_relevant,com.shopee.sg,0
nordiana abu,The best and cheapest online shopping apps. Easy to search and purchase.,5,0,2022-08-04 13:51:06,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-08-04 15:00:50,most_relevant,com.shopee.sg,0
A Google user,"Easy platform to use, the app rarely freezes and force shuts. It is a straightforward app that is clean and organized. Always a great shopping experience and easy to use.",5,1,2019-12-16 09:05:09,"Hey, 

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead.",2019-12-16 12:45:04,most_relevant,com.shopee.sg,0
Hong Ting Song,"Order items delivered fast and fun to shop. But some hipup during loading and slow down the items description, used up a lot of time to scroll down. As usual, during sales platform always not working.",5,1,2021-07-05 22:18:28,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-07-05 22:41:02,most_relevant,com.shopee.sg,0
Mahathir Bin Mohamed,Straight forward and seemless transaction.,5,0,2022-12-06 20:24:12,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-12-07 09:05:36,most_relevant,com.shopee.sg,0
Dquin Aidah,"Most of the things can be found here. Price are reasonable and there is cashback as well. Customer service response fast when encounter issues like refund and incomplete order. Overall, one of the best online shopping platform i have explored and will not change to anywhere else. 😊",5,1,2020-11-10 17:19:31,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-11-10 18:13:40,most_relevant,com.shopee.sg,0
Calvin Sim,"Shopee has been a breeze. If you look hard enough, you can almost always find a better deal than the other platforms. Exact same item, cheaper, with free shipping and ""cash"" rebates. Would recommend it.",5,1,2020-07-12 09:00:57,"""Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!""",2020-07-12 10:23:31,most_relevant,com.shopee.sg,0
